cliente_id,produto
308,distribuidor_semente
309,plantadeira
309,colheitadeira
309,subsolador
310,pulverizador
310,monitoramento
310,drone
311,colheitadeira
311,subsolador
311,piloto_automatico
311,irrigacao
312,colheitadeira
313,plantadeira
313,colheitadeira
313,irrigacao
314,plantadeira
314,irrigacao
314,drone
315,colheitadeira
315,distribuidor_adubo
315,piloto_automatico
316,colheitadeira
317,pulverizador
317,plantadeira
317,colheitadeira
317,subsolador
317,monitoramento
318,pulverizador
319,plantadeira
319,colheitadeira
319,distribuidor_semente
320,colheitadeira
320,distribuidor_semente
321,pulverizador
321,plantadeira
321,monitoramento
321,irrigacao
322,pulverizador
322,distribuidor_semente
323,plantadeira
324,distribuidor_semente
324,piloto_automatico
324,irrigacao
325,pulverizador
325,distribuidor_semente
325,piloto_automatico
325,irrigacao
326,piloto_automatico
326,drone
327,subsolador
327,irrigacao
328,distribuidor_semente
328,piloto_automatico
332,colheitadeira
332,distribuidor_semente
333,plantadeira
333,piloto_automatico
334,pulverizador
334,distribuidor_semente
335,colheitadeira
335,piloto_automatico
335,monitoramento
336,distribuidor_semente
336,drone
337,pulverizador
337,colheitadeira
337,distribuidor_adubo
337,monitoramento
338,pulverizador
339,distribuidor_semente
339,monitoramento
340,pulverizador
340,plantadeira
340,monitoramento
341,pulverizador
341,drone
342,pulverizador
342,plantadeira
343,plantadeira
343,irrigacao
344,plantadeira
344,distribuidor_semente
344,irrigacao
345,pulverizador
345,colheitadeira
345,distribuidor_adubo
346,distribuidor_semente
347,plantadeira
347,distribuidor_adubo
347,monitoramento
348,piloto_automatico
349,plantadeira
349,piloto_automatico
350,subsolador
350,drone
351,plantadeira
351,colheitadeira
351,piloto_automatico
352,distribuidor_adubo
353,plantadeira
353,colheitadeira
353,drone
354,pulverizador
354,drone
355,plantadeira
355,distribuidor_adubo
355,monitoramento
356,piloto_automatico
357,colheitadeira
358,pulverizador
359,monitoramento
360,plantadeira
360,colheitadeira
360,distribuidor_adubo
362,monitoramento
362,irrigacao
363,plantadeira
363,distribuidor_semente
365,piloto_automatico
366,subsolador
366,piloto_automatico
367,colheitadeira
369,pulverizador
370,distribuidor_adubo
371,distribuidor_semente
372,plantadeira
372,colheitadeira
372,distribuidor_adubo
372,monitoramento
373,pulverizador
374,pulverizador
374,colheitadeira
375,pulverizador
375,irrigacao
376,pulverizador
376,colheitadeira
377,pulverizador
377,plantadeira
377,distribuidor_semente
377,subsolador
378,plantadeira
378,monitoramento
379,plantadeira
379,distribuidor_adubo
380,pulverizador
380,subsolador
380,piloto_automatico
380,monitoramento
380,irrigacao
381,distribuidor_semente
382,colheitadeira
382,distribuidor_semente
382,subsolador
382,piloto_automatico
383,plantadeira
383,colheitadeira
383,distribuidor_adubo
383,piloto_automatico
383,monitoramento
383,drone
384,pulverizador
384,subsolador
385,colheitadeira
386,subsolador
388,monitoramento
389,plantadeira
389,distribuidor_adubo
389,distribuidor_semente
390,pulverizador
390,distribuidor_adubo
390,distribuidor_semente
391,colheitadeira
391,piloto_automatico
392,drone
393,plantadeira
395,plantadeira
395,subsolador
395,piloto_automatico
396,pulverizador
396,colheitadeira
397,pulverizador
397,distribuidor_adubo
397,subsolador
397,irrigacao
399,plantadeira
399,colheitadeira
399,distribuidor_adubo
399,piloto_automatico
399,irrigacao
400,pulverizador
400,colheitadeira
401,plantadeira
401,colheitadeira
401,piloto_automatico
401,irrigacao
402,monitoramento
403,irrigacao
404,plantadeira
404,colheitadeira
404,distribuidor_adubo
404,monitoramento
405,distribuidor_semente
406,plantadeira
406,distribuidor_semente
406,drone
407,colheitadeira
407,monitoramento
407,irrigacao
408,pulverizador
409,colheitadeira
409,subsolador
409,irrigacao
410,plantadeira
410,colheitadeira
412,drone
413,plantadeira
413,monitoramento
414,pulverizador
414,monitoramento
414,irrigacao
414,drone
415,pulverizador
415,plantadeira
415,distribuidor_adubo
415,subsolador
416,distribuidor_adubo
418,pulverizador
418,colheitadeira
418,distribuidor_semente
419,distribuidor_adubo
421,distribuidor_adubo
422,colheitadeira
422,distribuidor_adubo
422,distribuidor_semente
422,subsolador
423,plantadeira
423,colheitadeira
424,pulverizador
424,distribuidor_semente
424,piloto_automatico
425,colheitadeira
426,plantadeira
426,irrigacao
430,plantadeira
430,colheitadeira
430,drone
431,monitoramento
432,colheitadeira
432,distribuidor_adubo
432,monitoramento
432,irrigacao
433,distribuidor_semente
434,irrigacao
434,drone
435,pulverizador
435,plantadeira
437,colheitadeira
437,distribuidor_semente
437,subsolador
438,plantadeira
438,subsolador
438,drone
439,plantadeira
439,piloto_automatico
440,colheitadeira
440,distribuidor_adubo
440,monitoramento
441,distribuidor_semente
441,subsolador
441,monitoramento
441,drone
442,pulverizador
442,distribuidor_adubo
443,irrigacao
444,pulverizador
444,plantadeira
444,distribuidor_adubo
444,piloto_automatico
445,plantadeira
445,distribuidor_semente
446,plantadeira
446,distribuidor_semente
446,subsolador
447,distribuidor_semente
447,monitoramento
449,drone
450,distribuidor_semente
450,monitoramento
451,pulverizador
451,distribuidor_semente
452,monitoramento
453,pulverizador
453,plantadeira
453,piloto_automatico
453,drone
455,colheitadeira
456,subsolador
457,distribuidor_adubo
457,monitoramento
457,drone
458,subsolador
459,piloto_automatico
459,drone
460,colheitadeira
460,distribuidor_adubo
460,piloto_automatico
461,distribuidor_adubo
461,distribuidor_semente
461,subsolador
461,piloto_automatico
462,pulverizador
462,plantadeira
463,pulverizador
463,distribuidor_semente
464,plantadeira
464,subsolador
464,monitoramento
465,colheitadeira
465,distribuidor_semente
465,monitoramento
466,pulverizador
466,distribuidor_adubo
466,irrigacao
467,distribuidor_adubo
467,piloto_automatico
468,plantadeira
468,distribuidor_semente
468,drone
469,plantadeira
469,colheitadeira
470,distribuidor_adubo
470,subsolador
470,irrigacao
470,drone
471,plantadeira
471,subsolador
472,pulverizador
472,distribuidor_adubo
473,distribuidor_adubo
474,pulverizador
474,colheitadeira
474,distribuidor_adubo
474,distribuidor_semente
474,piloto_automatico
475,pulverizador
476,distribuidor_semente
476,subsolador
476,irrigacao
478,plantadeira
478,colheitadeira
479,pulverizador
479,colheitadeira
480,pulverizador
480,monitoramento
481,drone
482,pulverizador
482,colheitadeira
482,distribuidor_semente
483,plantadeira
483,distribuidor_adubo
483,irrigacao
485,distribuidor_adubo
487,pulverizador
488,monitoramento
489,plantadeira
489,distribuidor_semente
489,piloto_automatico
490,colheitadeira
490,distribuidor_adubo
492,colheitadeira
492,distribuidor_adubo
492,piloto_automatico
493,pulverizador
493,plantadeira
494,pulverizador
494,plantadeira
494,piloto_automatico
496,colheitadeira
496,subsolador
496,piloto_automatico
497,subsolador
497,drone
498,distribuidor_adubo
498,distribuidor_semente
499,distribuidor_semente
500,plantadeira
500,subsolador
500,piloto_automatico
500,monitoramento
